directorid,annualreportdate,boardid,salary,bonus,estvaloptaward,eqlinkremratio,wealthdelta
69696,2018-12-01,725,1757,,28393,0.96,2114
69696,2015-12-01,725,2294,,,0.68,3152
69696,2016-12-01,725,2376,,,0.92,1938
69696,2021-12-01,725,718,,,,3925
69696,2023-10-01,725,,,,,
69696,2022-12-01,725,63,,,,1667
69696,2017-12-01,725,1750,,6663,0.94,647
69696,2019-12-01,725,1757,,40196,0.97,2923
69696,2020-12-01,725,1494,,,0.97,7200
69696,2015-12-01,725,2294,,,0.68,3152
69696,2016-12-01,725,2376,,,0.92,1938
69696,2018-12-01,725,1757,,28393,0.96,2114
69696,2021-12-01,725,718,,,,3925
69696,2020-12-01,725,1494,,,0.97,7200
69696,2017-12-01,725,1750,,6663,0.94,647
69696,2019-12-01,725,1757,,40196,0.97,2923
69696,2022-12-01,725,63,,,,1667
56477,2019-12-01,881,134,,,0.7,18
56477,2017-12-01,881,18,,,0.89,1
56477,2022-12-01,881,114,,,0.55,60
56477,2020-12-01,881,95,,,0.79,39
56477,2021-12-01,881,95,,,0.8,128
56477,2024-12-01,881,148,,,0.57,128
56477,2018-12-01,881,118,,,0.73,6
56477,2023-12-01,881,120,,,0.77,144
332327,2016-12-01,1355,231,,181,0.63,12
332327,2017-12-01,1355,1523,,,0.24,14
332327,2016-12-01,1355,,,,,
332327,2019-12-01,1355,0,,,1,11
332327,2015-12-01,1355,95,,289,0.82,5
332327,2017-12-01,1355,,,,,
332327,2021-07-01,1355,,,,,
332327,2018-12-01,1355,195,,,0.52,5
332327,2016-12-01,1355,231,,181,0.63,12
332327,2017-12-01,1355,,,,,
541897,2015-12-01,1355,1048,,10351,0.96,1106
541897,2016-12-01,1355,,,,,
541897,2016-12-01,1355,,,,,
541897,2015-12-01,1355,1048,,10351,0.96,1106
1077323,2017-12-01,1355,900,,3659,0.96,285
1077323,2018-12-01,1355,1200,,,0.91,275
1077323,2019-12-01,1355,1250,,,0.92,413
1077323,2021-07-01,1355,,,,,
1077323,2017-12-01,1355,900,,3659,0.96,285
1077323,2018-12-01,1355,1200,,,0.91,275
1077323,2019-12-01,1355,1250,,,0.92,413
879247,2019-12-01,1970,17,,,0.68,3
879247,2021-12-01,1970,130,,,0.57,
879247,2022-12-01,1970,,,,,
879247,2020-12-01,1970,122,,,0.6,3
56477,2018-09-01,2043,100,,,0.55,5
56477,2021-09-01,2043,20,,,0.94,19
56477,2017-09-01,2043,100,,,0.53,3
56477,2022-09-01,2043,0,,,1,23
56477,2023-09-01,2043,130,,,0.66,34
56477,2024-09-01,2043,125,,,0.65,52
56477,2020-09-01,2043,0,,,1,7
56477,2025-09-01,2043,125,,,0.71,71
56477,2016-09-01,2043,106,,,,1
56477,2015-09-01,2043,6,,,,1
56477,2019-09-01,2043,100,,,0.63,6
534543,2020-12-01,2068,1648,,12289,0.94,3120
534543,2021-12-01,2068,1674,,11733,0.94,3117
534543,2019-12-01,2068,1601,,20084,0.97,3339
534543,2018-12-01,2068,1566,,11677,0.95,2294
534543,2022-12-01,2068,1722,0,16583,0.96,4119
534543,2017-12-01,2068,1556,,11387,0.94,1774
534543,2015-12-01,2068,1506,,,0.92,1575
534543,2023-12-01,2068,1787,0,19094,0.96,6989
534543,2016-12-01,2068,1532,,8856,0.94,1142
534543,2024-12-01,2068,1869,0,9322,0.93,6483
534543,2015-12-01,2068,1506,,,0.92,1575
534543,2017-12-01,2068,1556,,11387,0.94,1774
534543,2019-12-01,2068,1601,,20084,0.97,3339
534543,2021-12-01,2068,1674,,11733,0.94,3117
534543,2023-12-01,2068,1787,0,19094,0.96,6989
534543,2018-12-01,2068,1566,,11677,0.95,2294
534543,2022-12-01,2068,1722,0,16583,0.96,4119
534543,2016-12-01,2068,1532,,8856,0.94,1142
534543,2020-12-01,2068,1648,,12289,0.94,3120
534543,2024-12-01,2068,1869,0,9322,0.93,6483
35469,2018-11-01,2145,985,,4800,0.94,524
35469,2016-10-01,2145,828,,4494,0.92,606
35469,2023-10-01,2145,1129,,,0.95,1878
35469,2025-11-01,2145,1200,,,0.97,2465
35469,2020-10-01,2145,1050,,9661,0.96,1015
35469,2019-11-01,2145,1031,,6108,0.93,669
35469,2022-10-01,2145,1075,,,0.94,1739
35469,2024-11-01,2145,1138,,,0.95,2370
35469,2015-10-01,2145,785,,5939,0.94,449
35469,2017-10-01,2145,878,,5449,0.94,1020
35469,2021-10-01,2145,1050,,6926,0.99,2070
35469,2015-10-01,2145,785,,5939,0.94,449
35469,2017-10-01,2145,878,,5449,0.94,1020
35469,2023-10-01,2145,1129,,,0.95,1878
35469,2024-11-01,2145,1138,,,0.95,2370
35469,2025-11-01,2145,1200,,,0.97,2465
35469,2021-10-01,2145,1050,,6926,0.99,2070
35469,2018-11-01,2145,985,,4800,0.94,524
35469,2016-10-01,2145,828,,4494,0.92,606
35469,2022-10-01,2145,1075,,,0.94,1739
35469,2019-11-01,2145,1031,,6108,0.93,669
35469,2020-10-01,2145,1050,,9661,0.96,1015
36387,2022-10-01,2145,88,,,0.71,2
36387,2021-10-01,2145,14,,,0.89,131
36387,2023-10-01,2145,,,,,
542142,2016-10-01,2145,66,,,0.64,5
542142,2019-11-01,2145,77,,,0.74,16
542142,2018-11-01,2145,70,,,0.73,11
542142,2015-10-01,2145,63,,318,0.87,4
542142,2020-10-01,2145,,,,,
542142,2017-10-01,2145,70,,,0.76,10
90127,2020-06-01,2240,,,,,
48076,2015-10-01,2382,85,,,0.63,20
48076,2016-10-01,2382,,,,,
64702,2016-10-01,2382,81,,,0.78,38
64702,2017-10-01,2382,92,,,0.79,78
64702,2018-10-01,2382,95,,,0.56,46
64702,2019-10-01,2382,105,,,0.76,82
64702,2015-10-01,2382,75,,,0.66,20
64702,2023-10-01,2382,95,,,0.74,142
64702,2021-10-01,2382,90,,,0.74,143
64702,2020-10-01,2382,94,,,0.76,93
64702,2025-10-01,2382,110,,,0.77,254
64702,2022-10-01,2382,94,,,0.65,95
64702,2024-10-01,2382,106,,,0.66,204
183402,2016-04-01,2960,,,,,
183402,2015-12-01,2960,,,,,
46796,2019-12-01,3218,,,,,
46796,2021-12-01,3218,,,,,
47456,2020-12-01,3218,,,,,
47456,2021-12-01,3218,,,,,
535295,2020-12-01,4002,,,,,
535295,2024-12-01,4002,,,,,
535295,2023-12-01,4002,,,,,
535295,2021-12-01,4002,,,,,
535295,2019-12-01,4002,,,,,
535295,2022-12-01,4002,,,,,
205003,2020-03-01,6905,,,,,
205003,2022-03-01,6905,,,,,
205003,2015-03-01,6905,,,,,
205003,2016-03-01,6905,,,,,
205003,2019-03-01,6905,,,,,
205003,2024-03-01,6905,,,,,
205003,2018-03-01,6905,,,,,
205003,2023-03-01,6905,,,,,
205003,2017-03-01,6905,,,,,
205003,2021-03-01,6905,,,,,
205003,2025-03-01,6905,,,,,
498587,2020-03-01,6905,,,,,
498587,2016-03-01,6905,,,,,
498587,2021-03-01,6905,,,,,
498587,2017-03-01,6905,,,,,
498587,2018-03-01,6905,,,,,
498587,2019-03-01,6905,,,,,
498587,2015-03-01,6905,,,,,
547579,2025-03-01,6905,,,,,
2025770,2022-03-01,6905,,,,,
2025770,2021-03-01,6905,,,,,
2025770,2023-03-01,6905,,,,,
2025770,2024-03-01,6905,,,,,
2025770,2025-03-01,6905,,,,,
375926,2015-07-01,6908,,,,,
542142,2022-07-01,6908,6,,,0.98,
542142,2023-07-01,6908,0,,,1,
542142,2021-07-01,6908,94,,,0.75,
542142,2024-07-01,6908,,,,,
542142,2020-07-01,6908,70,,,0.74,
1252966,2024-07-01,6908,349,292,,0.15,
1252966,2025-07-01,6908,,,,,
1621914,2019-07-01,6908,825,,,0.96,592
1621914,2018-07-01,6908,748,,,0.96,393
1621914,2020-07-01,6908,,,,,
1621922,2020-07-01,6908,625,,,0.93,209
1621922,2021-07-01,6908,573,,,0.95,252
201483,2018-06-01,7173,90,,,0.45,5
201483,2017-07-01,7173,81,,324,0.84,4
201483,2019-06-01,7173,,,,,
201483,2015-06-01,7173,75,,,0.5,1
201483,2016-07-01,7173,75,,,0.5,3
1207036,2019-03-01,10364,1192,,,0.9,1232
1207036,2023-03-01,10364,1300,,,0.91,224
1207036,2018-03-01,10364,1142,,,0.98,1944
1207036,2020-03-01,10364,1200,,,0.94,1272
1207036,2015-03-01,10364,881,,6786,0.96,1248
1207036,2021-03-01,10364,1250,,,0.97,959
1207036,2022-03-01,10364,1293,,,0.93,374
1207036,2024-03-01,10364,1300,,,0.94,336
1207036,2024-03-01,10364,1300,,,0.94,336
1207036,2017-03-01,10364,1084,,,0.96,1488
1207036,2025-03-01,10364,1300,,,0.95,473
1207036,2020-03-01,10364,1200,,,0.94,1272
1207036,2022-03-01,10364,1293,,,0.93,374
1207036,2015-03-01,10364,881,,6786,0.96,1248
1207036,2018-03-01,10364,1142,,,0.98,1944
1207036,2019-03-01,10364,1192,,,0.9,1232
1207036,2021-03-01,10364,1250,,,0.97,959
1207036,2016-03-01,10364,1019,,,0.95,1265
1207036,2017-03-01,10364,1084,,,0.96,1488
1207036,2025-03-01,10364,1300,,,0.95,473
1207036,2023-03-01,10364,1300,,,0.91,224
1207036,2016-03-01,10364,1019,,,0.95,1265
333387,2016-09-01,11505,,,,,
333387,2015-12-01,11505,,,,,
377031,2015-03-01,12102,,,,,
377031,2017-03-01,12102,,,,,
377031,2018-03-01,12102,,,,,
377031,2015-03-01,12102,,,,,
377031,2016-03-01,12102,,,,,
377031,2016-03-01,12102,,,,,
377031,2019-03-01,12102,,,,,
377031,2017-03-01,12102,,,,,
892665,2019-03-01,12102,,,,,
892665,2024-03-01,12102,,,,,
892665,2023-03-01,12102,,,,,
892665,2020-03-01,12102,,,,,
892665,2022-03-01,12102,,,,,
892665,2021-03-01,12102,,,,,
892665,2025-03-01,12102,,,,,
1302499,2021-03-01,12102,,,,,
1302499,2022-03-01,12102,,,,,
1302499,2023-03-01,12102,,,,,
1302499,2024-03-01,12102,,,,,
1302499,2025-03-01,12102,,,,,
36387,2016-06-01,19863,600,,,0.89,386
1068880,2022-12-01,808,75,,,0.75,20
1068880,2023-12-01,808,75,,,0.87,9
1068880,2019-11-01,808,60,,,0.85,7
1068880,2020-11-01,808,60,,,0.88,16
1068880,2021-12-01,808,75,,,0.83,24
1068880,2018-11-01,808,48,,,0.86,3
1068880,2025-11-01,808,75,,,0.79,25
1068880,2024-11-01,808,75,,,0.81,29
1284093,2023-12-01,808,0,,,1,2
1284093,2024-11-01,808,0,,,1,1
1284093,2025-11-01,808,0,,,1,6
330400,2019-12-01,881,231,500,1322,0.95,155
330400,2020-12-01,881,623,,1248,0.91,346
330400,2021-12-01,881,613,,1920,0.94,621
339239,2023-12-01,881,915,,3212,0.97,899
339239,2024-12-01,881,,,,,
339239,2022-12-01,881,794,4750,1974,0.66,433
542142,2016-12-01,881,886,,6455,0.96,1221
542142,2018-12-01,881,961,,4217,0.95,1739
542142,2023-12-01,881,1200,,9636,0.98,9129
542142,2015-12-01,881,850,300,2497,0.87,241
542142,2017-12-01,881,925,,1776,0.89,1065
542142,2019-12-01,881,1026,,6159,0.99,4992
542142,2020-12-01,881,1096,,6398,0.99,8152
542142,2021-12-01,881,1076,,10380,0.98,11704
542142,2024-12-01,881,1230,,5965,0.98,6631
542142,2022-12-01,881,1149,,4913,0.91,4438
542142,2019-12-01,881,1026,,6159,0.99,4992
542142,2020-12-01,881,1096,,6398,0.99,8152
542142,2015-12-01,881,850,300,2497,0.87,241
542142,2016-12-01,881,886,,6455,0.96,1221
542142,2017-12-01,881,925,,1776,0.89,1065
542142,2021-12-01,881,1076,,10380,0.98,11704
542142,2023-12-01,881,1200,,9636,0.98,9129
542142,2022-12-01,881,1149,,4913,0.91,4438
542142,2018-12-01,881,961,,4217,0.95,1739
542142,2024-12-01,881,1230,,5965,0.98,6631
272786,2016-10-01,1060,90,,,0.69,7
272786,2017-10-01,1060,97,,,0.73,10
272786,2019-10-01,1060,0,,,1,15
272786,2018-10-01,1060,0,,,1,13
272786,2020-10-01,1060,0,,,1,29
272786,2025-10-01,1060,105,,,0.72,30
272786,2015-10-01,1060,90,,,0.64,2
272786,2022-10-01,1060,103,,,0.71,26
272786,2021-10-01,1060,0,,,1,26
272786,2024-10-01,1060,105,,,0.68,48
272786,2023-10-01,1060,105,,,0.62,21
444827,2024-12-01,1703,0,,,,48
444827,2023-12-01,1703,0,,,1,33
1768029,2022-12-01,1703,318,,,0.98,555
1768029,2021-12-01,1703,110,,,1,1152
1768029,2024-12-01,1703,,,,,
1768029,2023-12-01,1703,365,,,,797
333387,2015-03-01,1924,,,,,
333387,2016-09-01,1924,,,,,
333387,2016-03-01,1924,,,,,
747756,2025-09-01,2355,100,,,0.76,17
747756,2022-09-01,2355,100,,,0.77,3
747756,2024-09-01,2355,100,,,0.78,13
747756,2023-09-01,2355,100,,,0.76,7
56477,2024-12-01,2781,122,,,,
56477,2020-12-01,2781,59,,,,
56477,2022-12-01,2781,135,,,,
56477,2023-12-01,2781,151,,,,
56477,2021-12-01,2781,127,,,,
325964,2024-01-01,3118,0,,,1,8
325964,2020-01-01,3118,38,,,0.89,4
325964,2025-01-01,3118,0,,,1,4
325964,2021-01-01,3118,0,,,1,4
325964,2019-01-01,3118,10,,,0.93,1
325964,2022-01-01,3118,0,,,1,3
325964,2023-01-01,3118,0,,,1,4
1754265,2023-07-01,4972,,,,,
1754265,2024-07-01,4972,,,,,
1754265,2022-07-01,4972,,,,,
1754265,2025-07-01,4972,,,,,
327474,2017-12-01,5455,,,,,
327474,2023-12-01,5455,,,,,
327474,2019-12-01,5455,,,,,
327474,2016-12-01,5455,,,,,
327474,2018-12-01,5455,,,,,
327474,2015-12-01,5455,,,,,
327474,2021-12-01,5455,,,,,
327474,2022-12-01,5455,,,,,
327474,2024-12-01,5455,,,,,
327474,2020-12-01,5455,,,,,
1084894,2017-12-01,6175,,,,,
1084894,2019-12-01,6175,,,,,
1084894,2021-12-01,6175,,,,,
1084894,2022-12-01,6175,,,,,
1084894,2015-12-01,6175,,,,,
1084894,2016-12-01,6175,,,,,
1084894,2020-12-01,6175,,,,,
1084894,2024-12-01,6175,,,,,
1084894,2018-12-01,6175,,,,,
1084894,2023-12-01,6175,,,,,
84112,2017-12-01,6177,1500,,6869,0.89,3659
84112,2018-12-01,6177,,,,,
84112,2015-12-01,6177,1483,,15199,0.94,4683
84112,2016-12-01,6177,1500,,8743,0.92,4346
84112,2016-12-01,6177,1500,,8743,0.92,4346
84112,2015-12-01,6177,1483,,15199,0.94,4683
84112,2017-12-01,6177,1500,,6869,0.89,3659
540927,2015-12-01,6177,642,,2340,0.88,375
540927,2016-12-01,6177,692,,4422,0.91,432
540927,2017-12-01,6177,833,,4620,0.9,474
1203855,2016-12-01,6177,1063,,6569,0.92,629
1203855,2017-12-01,6177,1267,,8055,0.91,713
1203855,2018-12-01,6177,1354,,,0.82,504
1203855,2015-12-01,6177,871,,2725,0.9,540
1203855,2018-12-01,6177,1354,,,0.82,504
1203855,2016-12-01,6177,1063,,6569,0.92,629
1203855,2017-12-01,6177,1267,,8055,0.91,713
1203855,2019-11-01,6177,,,,,
52347,2018-12-01,6959,0,,,,60
52347,2022-09-01,6959,,,,,
52347,2015-12-01,6959,431,,,0.98,258
52347,2021-12-01,6959,,,,,
52347,2020-12-01,6959,170,,,0.57,25
52347,2021-12-01,6959,250,500,,0.94,185
52347,2016-12-01,6959,1000,,,0.12,179
52347,2019-12-01,6959,228,,,0.55,67
52347,2015-12-01,6959,,,,,
52347,2017-12-01,6959,660,,,0.94,305
52347,2015-12-01,6959,431,,,0.98,258
52347,2021-12-01,6959,250,500,,0.94,185
52347,2017-12-01,6959,660,,,0.94,305
52347,2019-12-01,6959,,,,,
52347,2016-12-01,6959,1000,,,0.12,179
205153,2020-12-01,6959,1000,,,0.94,679
205153,2017-12-01,6959,861,,,0.93,356
205153,2018-12-01,6959,1000,,,0.93,461
205153,2021-12-01,6959,,,,,
205153,2019-12-01,6959,1000,,,0.94,563
205153,2021-12-01,6959,,,,,
205153,2016-12-01,6959,718,,,0.9,319
205153,2017-12-01,6959,861,,,0.93,356
205153,2018-12-01,6959,1000,,,0.93,461
205153,2020-12-01,6959,1000,,,0.94,679
205153,2015-12-01,6959,690,,,0.94,273
205153,2019-12-01,6959,1000,,,0.94,563
271741,2016-12-01,6959,205,,,0.58,3
271741,2015-12-01,6959,2,,,0.99,
271741,2017-12-01,6959,70,,,0.8,14
271741,2018-12-01,6959,,,,,
272180,2016-12-01,6959,938,,,0.97,299
272180,2017-12-01,6959,,,,,
272180,2016-12-01,6959,938,,,0.97,299
272180,2017-12-01,6959,,,,,
545851,2018-12-01,6959,75,,,0.76,10
545851,2021-12-01,6959,,,,,
545851,2017-12-01,6959,7,,,0.99,6
545851,2019-12-01,6959,79,,,0.78,13
545851,2020-12-01,6959,103,,,0.69,17
34852,2019-06-01,8220,,,,,
34852,2021-06-01,8220,,,,,
34852,2023-06-01,8220,,,,,
34852,2018-06-01,8220,,,,,
34852,2022-06-01,8220,,,,,
34852,2020-06-01,8220,,,,,
34852,2024-06-01,8220,,,,,
90127,2017-06-01,8220,,,,,
90127,2016-06-01,8220,,,,,
90127,2018-06-01,8220,,,,,
90127,2015-06-01,8220,,,,,
764621,2016-10-01,8886,100,,,0.59,1
764621,2017-10-01,8886,124,,,0.58,4
764621,2018-10-01,8886,,,,,
48076,2022-12-01,9989,0,,,1,59
48076,2018-12-01,9989,0,,,1,83
48076,2019-12-01,9989,0,,,1,111
48076,2023-12-01,9989,,,,,
48076,2016-12-01,9989,80,,,0.81,93
48076,2015-12-01,9989,527,,441,0.89,123
48076,2020-12-01,9989,0,,,1,128
48076,2017-12-01,9989,0,,,1,102
48076,2021-12-01,9989,0,,,1,120
48076,2015-12-01,9989,527,,441,0.89,123
103257,2015-12-01,9989,,,,,
103257,2015-12-01,9989,,,,,
761557,2020-12-01,9989,87,,,0.74,6
761557,2021-12-01,9989,108,,,0.7,10
761557,2019-12-01,9989,47,,,0.84,5
761557,2022-12-01,9989,,,,,
535295,2015-05-01,10597,,,,,
1068227,2015-05-01,10597,,,,,
272786,2016-01-01,11375,,,,,
272786,2018-12-01,11375,,,,,
272786,2015-01-01,11375,,,,,
272786,2021-01-01,11375,,,,,
272786,2017-12-01,11375,,,,,
272786,2020-01-01,11375,,,,,
272786,2016-12-01,11375,,,,,
272802,2020-01-01,11375,,,,,
272802,2021-12-01,11375,,,,,
272802,2016-01-01,11375,,,,,
272802,2016-12-01,11375,,,,,
272802,2025-01-01,11375,,,,,
272802,2017-12-01,11375,,,,,
272802,2022-12-01,11375,,,,,
272802,2021-01-01,11375,,,,,
272802,2023-12-01,11375,,,,,
272802,2018-12-01,11375,,,,,
272802,2015-01-01,11375,,,,,
1077323,2022-09-01,14967,90,,,0.52,3
1077323,2025-09-01,14967,90,,,0.58,6
1077323,2021-09-01,14967,98,,206,0.77,2
1077323,2019-09-01,14967,60,,,0.68,1
1077323,2020-09-01,14967,70,,323,0.87,3
1077323,2023-09-01,14967,90,,,0.53,4
1077323,2024-09-01,14967,90,,,0.59,6
33049,2019-02-01,14982,0,,,1,147
33049,2015-02-01,14982,0,,,1,86
33049,2018-01-01,14982,0,,,1,195
33049,2021-01-01,14982,0,,,1,232
33049,2022-01-01,14982,0,,,1,322
33049,2023-01-01,14982,0,,,1,353
33049,2025-02-01,14982,0,,,1,490
33049,2016-01-01,14982,0,,,1,109
33049,2020-02-01,14982,0,,,1,189
33049,2024-01-01,14982,0,,,1,410
33049,2017-01-01,14982,0,,,1,125
552052,2017-12-01,16949,510,,1572,0.9,187
552052,2018-12-01,16949,674,,779,0.79,119
552052,2021-12-01,16949,803,,,0.9,277
552052,2017-12-01,16949,510,,1572,0.9,187
552052,2018-12-01,16949,674,,779,0.79,119
552052,2024-12-01,16949,315,,,0.89,5128
552052,2020-12-01,16949,628,,,0.91,322
552052,2022-12-01,16949,785,,,0.88,176
552052,2019-12-01,16949,617,,1740,0.88,1572
552052,2016-12-01,16949,511,,436,0.79,101
552052,2020-12-01,16949,628,,,0.91,322
552052,2023-12-01,16949,865,,,0.82,7685
1931869,2024-12-01,16949,411,775,,0.69,26
1931869,2024-12-01,16949,411,775,,0.69,26
52347,2015-12-01,17580,218,,,0.56,11
52347,2019-12-01,17580,,,,,
52347,2016-12-01,17580,168,,,0.58,13
52347,2018-12-01,17580,105,,,0.68,10
52347,2017-12-01,17580,105,,,0.71,9
1010281,2023-12-01,18319,,,,,
1096288,2016-03-01,19084,,,,,
1096288,2015-03-01,19084,,,,,
1096288,2017-03-01,19084,,,,,
1010281,2021-12-01,19739,0,,,1,17
1010281,2024-12-01,19739,0,,,1,35
1010281,2019-12-01,19739,60,,,0.73,3
1010281,2023-12-01,19739,0,,,1,30
36387,2021-08-01,19863,,,,,
36387,2015-06-01,19863,590,160,,0.9,424
36387,2018-06-01,19863,700,,,0.92,500
36387,2020-06-01,19863,825,,,0.9,232
36387,2019-06-01,19863,800,,,0.91,421
36387,2017-06-01,19863,660,,,0.91,431
36387,2017-06-01,19863,660,,,0.91,431
36387,2018-06-01,19863,700,,,0.92,500
36387,2016-06-01,19863,600,,,0.89,386
36387,2019-06-01,19863,800,,,0.91,421
36387,2020-06-01,19863,825,,,0.9,232
36387,2015-06-01,19863,590,160,,0.9,424
761557,2015-06-01,19863,470,216,,0.87,184
330400,2017-12-01,19880,,,,,
330400,2015-12-01,19880,,,,,
330400,2016-12-01,19880,,,,,
330400,2019-05-01,19880,,,,,
647302,2024-12-01,21489,,,,,
647302,2023-12-01,21489,,,,,
549027,2016-10-01,24637,,,,,
549027,2017-09-01,24637,,,,,
549027,2018-09-01,24637,,,,,
549027,2019-09-01,24637,,,,,
549027,2024-09-01,24637,,,,,
549027,2022-10-01,24637,,,,,
549027,2025-09-01,24637,,,,,
549027,2020-10-01,24637,,,,,
549027,2021-10-01,24637,,,,,
549027,2023-09-01,24637,,,,,
1127175,2020-12-01,25578,106,,,0.63,6
1127175,2022-12-01,25578,,,,,
1127175,2018-12-01,25578,0,,119,1,1
1127175,2019-12-01,25578,107,,,0.63,4
1127175,2021-12-01,25578,100,,,0.7,11
333755,2018-02-01,25895,1000,,,0.97,1270
333755,2016-02-01,25895,975,,,0.93,515
333755,2019-02-01,25895,1075,,,0.93,1246
333755,2019-07-01,25895,,,,,
333755,2017-02-01,25895,1000,,,0.91,679
333755,2015-02-01,25895,900,,,0.96,851
333755,2015-02-01,25895,900,,,0.96,851
333755,2017-02-01,25895,1000,,,0.91,679
333755,2018-02-01,25895,1000,,,0.97,1270
333755,2016-02-01,25895,975,,,0.93,515
333755,2019-02-01,25895,1075,,,0.93,1246
456223,2019-09-01,27025,,,,,
456223,2015-10-01,27025,,,,,
456223,2020-10-01,27025,,,,,
456223,2016-10-01,27025,,,,,
456223,2017-09-01,27025,,,,,
456223,2018-09-01,27025,,,,,
456223,2019-09-01,27025,,,,,
807018,2020-10-01,27025,,,,,
647592,2023-03-01,27081,,,,,
647592,2017-03-01,27081,,,,,
647592,2021-03-01,27081,,,,,
647592,2020-03-01,27081,,,,,
647592,2024-03-01,27081,,,,,
647592,2022-03-01,27081,,,,,
647592,2025-03-01,27081,,,,,
647592,2018-03-01,27081,,,,,
647592,2019-03-01,27081,,,,,
647592,2015-03-01,27081,,,,,
647592,2016-03-01,27081,,,,,
347211,2017-12-01,27435,0,,,,
347211,2022-12-01,27435,,,,,
347211,2015-12-01,27435,0,,,,
347211,2019-12-01,27435,963,,,0.93,2885
347211,2018-12-01,27435,0,,,,
347211,2020-12-01,27435,1044,,9388,0.95,4862
347211,2021-12-01,27435,1134,,10296,0.96,4612
347211,2016-12-01,27435,0,,,,
347211,2022-12-01,27435,,,,,
347211,2019-12-01,27435,963,,,0.93,2885
347211,2020-12-01,27435,1044,,9388,0.95,4862
347211,2021-12-01,27435,1134,,10296,0.96,4612
657839,2022-12-01,27435,190,,34834,1,1454
657839,2022-12-01,27435,190,,34834,1,1454
657839,2023-12-01,27435,,,,,
1134582,2017-07-01,28776,,,,,
1134582,2015-06-01,28776,,,,,
1134582,2019-03-01,28776,,,,,
1134582,2018-07-01,28776,,,,,
1134582,2016-07-01,28776,,,,,
49801,2016-04-01,29774,1000,,,0.91,306
49801,2015-04-01,29774,1473,,,0.91,147
49801,2017-03-01,29774,,,,,
49801,2017-03-01,29774,,,,,
49801,2016-04-01,29774,1000,,,0.91,306
49801,2015-04-01,29774,1473,,,0.91,147
330136,2018-12-01,32166,,,,,
330136,2020-12-01,32166,,,,,
330136,2021-12-01,32166,,,,,
330136,2017-12-01,32166,,,,,
330136,2023-12-01,32166,,,,,
330136,2015-12-01,32166,,,,,
330136,2022-12-01,32166,,,,,
330136,2024-12-01,32166,,,,,
330136,2019-12-01,32166,,,,,
330136,2016-12-01,32166,,,,,
330139,2016-12-01,32166,,,,,
330139,2015-12-01,32166,,,,,
49801,2015-03-01,68576,,,,,
46796,2017-12-01,3218,,,,,
46796,2022-12-01,3218,,,,,
46796,2018-12-01,3218,,,,,
46796,2020-12-01,3218,,,,,
46796,2024-12-01,3218,,,,,
46796,2023-12-01,3218,,,,,
485800,2015-12-01,3578,12,,,0.9,3
485800,2016-12-01,3578,104,,,0.5,6
485800,2017-12-01,3578,,,,,
106062,2018-12-01,4002,,,,,
106062,2016-12-01,4002,,,,,
106062,2016-12-01,4002,,,,,
106062,2017-12-01,4002,,,,,
106062,2019-12-01,4002,,,,,
205183,2016-12-01,4002,,,,,
205183,2015-12-01,4002,,,,,
732483,2024-12-01,9826,,,,,
1302499,2018-04-01,11887,,,,,
1302499,2019-09-01,11887,,,,,
34345,2016-10-01,14722,,,,,
34345,2017-10-01,14722,,,,,
34345,2016-10-01,14722,33,,,0.88,69
34345,2015-10-01,14722,1500,,,,
34345,2015-10-01,14722,1500,,,,
82157,2024-10-01,14722,0,,,1,23
82157,2023-10-01,14722,0,,,1,14
82157,2020-10-01,14722,62,,,0.81,6
82157,2022-10-01,14722,0,,,1,11
82157,2021-10-01,14722,35,,,0.9,17
1192124,2015-10-01,14722,725,1500,,,
657839,2019-12-01,16530,0,,,1,12
657839,2021-12-01,16530,,,,,
657839,2016-12-01,16530,0,,,1,2
657839,2018-12-01,16530,0,,,1,5
657839,2020-12-01,16530,0,,,1,8
657839,2017-12-01,16530,0,,,1,4
552050,2015-12-01,16949,0,,,,
552050,2016-12-01,16949,735,,,0.49,7157
552050,2018-12-01,16949,1005,,,0.36,215
552050,2021-12-01,16949,,,,,
552050,2017-12-01,16949,832,,,0.63,505
552050,2019-12-01,16949,930,,,0.22,579
552050,2020-12-01,16949,930,,,0.5,668
552050,2017-12-01,16949,832,,,0.63,505
552050,2016-12-01,16949,735,,,0.49,7157
552050,2019-12-01,16949,930,,,0.22,579
552050,2020-12-01,16949,930,,,0.5,668
552050,2018-12-01,16949,1005,,,0.36,215
552050,2021-12-01,16949,,,,,
552052,2015-12-01,16949,0,,,,
552052,2023-12-01,16949,865,,,0.82,7685
552052,2024-12-01,16949,,,,,
552052,2021-12-01,16949,803,,,0.9,277
552052,2016-12-01,16949,511,,436,0.79,101
552052,2019-12-01,16949,617,,1740,0.88,1572
552052,2022-12-01,16949,785,,,0.88,176
552052,2024-12-01,16949,315,,,0.89,5128
486930,2024-06-01,18449,,,,,
535295,2017-06-01,18449,,,,,
535295,2018-06-01,18449,,,,,
535295,2019-06-01,18449,,,,,
535295,2016-06-01,18449,,,,,
761557,2021-01-01,19750,935,,,0.96,798
761557,2022-01-01,19750,992,,,0.93,309
761557,2024-02-01,19750,1139,,,0.98,723
761557,2023-01-01,19750,1058,,,0.93,391
761557,2018-02-01,19750,764,,,0.91,246
761557,2024-02-01,19750,1139,,,0.98,723
