directorid,directorname,companyname,qualification,fulltextdescription,primarykeyid,companyid,awarddate,awarddateflag
1786573,Gary Gillheeney Sr,Bryant University,MBA,,2338024,813619,9999-12-31,80
1786573,Gary Gillheeney Sr,American International College,BS,,2338023,128922,9999-12-31,80
1787098,Doctor Pascal Touchon,Université Paul Sabatier Toulouse III (University of Paul Sabatier Toulouse III),Doctor of Veterinary Medicine (DVM),,2339149,740289,1987-12-28,25
1787098,Doctor Pascal Touchon,Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration),MBA,,2339147,60651,1991-12-28,25
1787098,Doctor Pascal Touchon,Institut d'Administration des Enterprises (IAE),DESS (Diplôme d'études supérieures spécialisées),,2339206,70780,1986-12-28,25
1788371,Mike Sicilia,Saint Joseph's University (SJU),BS,,4339301,64795,9999-12-31,80
1799113,Rob Michael,Indiana University Kelley School of Business,Bachelor's Degree,,3649354,79674,1992-12-28,25
1799113,Rob Michael,American Institute of Certified Public Accountants (AICPA),Certified Public Accountant,,3649359,54373,1994-02-28,15
1799113,Rob Michael,UCLA Anderson School of Management,MBA,,3649356,2460934,2000-12-28,25
1804336,David Hart,Duke University,BA,,2358657,60547,1999-12-28,25
1804336,David Hart,Columbia University,MBA,,2358656,60434,2007-12-28,25
1811666,Ryan Confer,McCombs School of Business University of Texas at Austin,MS,,2389500,466303,2009-12-28,25
1811666,Ryan Confer,Bloomsburg University,BSBA (cum laude),,2389501,120507,2005-12-28,25
1811666,Ryan Confer,Pennsylvania State University (Penn State University),Studied,,2389529,61582,2004-12-28,25
1837986,Doctor Ryan Watts,University of Utah,BS,,2425928,62764,2000-12-28,25
1837986,Doctor Ryan Watts,Stanford University,PhD,,2425930,61935,2004-12-28,25
1838018,Doctor Laura Niklason,University of Illinois at Chicago (UIC),Bachelor's Degree,,2432092,62367,9999-12-31,80
1838018,Doctor Laura Niklason,University of Michigan,MD,,2426088,63187,1991-12-28,25
1838018,Doctor Laura Niklason,University of Chicago,PhD,,2426087,42092,1988-12-28,25
1839124,Cheng Lu,University of Virginia,BS,,2426973,62777,2005-12-28,25
1839124,Cheng Lu,Harvard Business School Harvard University,MBA,,2426968,63013,2010-12-28,25
1839124,Cheng Lu,University of Virginia,BA,,2426976,62777,9999-12-31,80
1840024,Terry Booth,Safety Codes Council,Certificate,,2431093,2594626,9999-12-31,80
1840029,Jason Meyenburg,University of Maryland College Park,BS,,2429913,62449,1998-12-28,25
1840029,Jason Meyenburg,Kingston University (Formerly known as Kingston Polytechnic),BS,,2429916,61072,1997-12-28,25
1840029,Jason Meyenburg,Fuqua School of Business Duke University,MBA,,2429914,730113,2008-12-28,25
1840699,Doctor Malte Peters,Johannes Gutenberg Universität Mainz (Johannes Gutenberg University of Mainz),Studied,,2434749,61019,9999-12-31,80
1840699,Doctor Malte Peters,Freie Universität Berlin (Free University of Berlin),MD,,2434748,63298,1990-12-28,25
1841230,Doctor John Houston,Heriot-Watt University,PhD,,2432210,43366,1984-12-28,25
1841230,Doctor John Houston,University of Glasgow,BSc,,2432208,60760,1981-12-28,25
1841230,Doctor John Houston,University of Glasgow,Post Doctoral Studies,,2432212,60760,1987-12-28,15
1847382,Harout Semerjian,Queen's University,MBA,,2446305,63329,2007-12-28,25
1847382,Harout Semerjian,Cornell University  New York,MBA,,2446304,60457,2007-12-28,25
1847382,Harout Semerjian,Lebanese American University (LAU),BS,,2446307,577859,1993-12-28,25
1852420,Rick Fair,University of Michigan,BS,,2452170,63187,1990-12-28,25
1852420,Rick Fair,Columbia Business School Columbia University,MBA,,2452167,63118,1992-12-28,25
1852664,Theresa Condor,Cornell University  New York,BA,,2470795,60457,9999-12-31,80
1852664,Theresa Condor,London School of Economics and Political Science,Studied,,2470797,38522,9999-12-31,80
1852664,Theresa Condor,School of International and Public Affairs Columbia University,Masters Degree,,2470813,660913,9999-12-31,80
1853024,Doctor Carsten Brunn,London Business School,Executive Education Program,,2452266,61171,9999-12-31,80
1853024,Doctor Carsten Brunn,Albert Ludwigs Universität Freiburg (Albert Ludwigs University of Freiburg),MS,,2452158,63243,9999-12-31,80
1853024,Doctor Carsten Brunn,Universität Hamburg (University of Hamburg),PhD,,2452161,63411,9999-12-31,80
1853024,Doctor Carsten Brunn,University of Washington,Studied,,2452159,62785,9999-12-31,80
1853290,Haviv Ilan,Leon Recanati Graduate School of Business Tel Aviv University,MBA,,2452595,596698,2005-12-28,25
1853290,Haviv Ilan,Tel Aviv University,BSc (magna cum laude),,2452588,62031,1990-12-28,25
1853290,Haviv Ilan,Kellogg School of Management Northwestern University,International Executive MBA,,2452594,77878,2005-12-28,25
1853290,Haviv Ilan,Tel Aviv University,MSc (magna cum laude),,2452590,62031,1995-12-28,25
1856109,Chris Calio,Trinity College Hartford Connecticut,BA,,2456479,79157,1996-12-28,25
1856109,Chris Calio,University of Connecticut (UCONN),JD,,2456470,62265,2000-12-28,25
1856109,Chris Calio,University of Connecticut (UCONN),MBA,,2456471,62265,9999-12-31,80
1864086,Sassine Ghazi,University of Tennessee,MSEE,,2469292,64218,1995-12-28,25
1864086,Sassine Ghazi,Georgia Institute of Technology (GIT) (Georgia Tech),BSEE,,2469291,60751,1993-12-28,25
1864086,Sassine Ghazi,University of Tennessee,PhD,,2469305,64218,1997-12-28,25
1864086,Sassine Ghazi,Lebanese American University (LAU),Bachelor's Degree,,2469289,577859,1991-12-28,25
1864379,Mike Andriole,Xavier University Williams College of Business,BSBA (cum laude),,2468822,836453,1994-12-28,25
1864379,Mike Andriole,Indiana University Kelley School of Business,MBA,,2468823,79674,1999-12-28,25
1864966,Jerry Durso,University of Notre Dame,BBA,,2471092,62544,1990-12-28,25
1867154,Doctor Tom Lin,Royal College of Physicians (RCP),Studied,,3104127,36493,9999-12-31,80
1867154,Doctor Tom Lin,University of Melbourne,Certified,,2474668,62463,9999-12-31,80
1867154,Doctor Tom Lin,London Business School,Studied,,3104129,61171,9999-12-31,80
1867154,Doctor Tom Lin,University of Sydney,PhD,,2474665,62715,9999-12-31,80
1867154,Doctor Tom Lin,City University of Hong Kong,Studied,,4342409,60371,9999-12-31,80
1867154,Doctor Tom Lin,University of Sydney School of Medicine,Master of Medicine (MMed),,2474666,2888435,9999-12-31,80
1867154,Doctor Tom Lin,Harvard Medical School Harvard University,Studied,,3104125,63348,9999-12-31,80
1867154,Doctor Tom Lin,Columbia University,Executive MBA,,3104128,60434,9999-12-31,80
1867154,Doctor Tom Lin,Wharton School (The) University of Pennsylvania,Attended,,2474673,64966,9999-12-31,80
1870281,Doctor Barrett Mooney,University of Florida (UF),BSc (cum laude),,2479865,62323,9999-12-31,80
1870281,Doctor Barrett Mooney,University of Florida (UF),MEng,,2479873,62323,2011-12-28,25
1870281,Doctor Barrett Mooney,University of Florida (UF),PhD,,2479860,62323,2012-12-28,15
1874935,David Moatazedi,Graziadio Business School Pepperdine University,MBA,,2486586,3341502,2004-12-28,25
1874935,David Moatazedi,California State University Long Beach (CSULB),BA,,2486587,82585,2000-12-28,25
1875628,Professor Doctor Anirvan Ghosh,Stanford University,PhD,,2488006,61935,1991-12-28,25
1875628,Professor Doctor Anirvan Ghosh,California Institute of Technology (CALTECH),BS (Hons),,2488007,60243,1985-12-28,25
1877132,Doctor Richard Struthers,Salk Institute for Biological Studies (SIBS),Attended,,2490048,76761,1992-12-28,25
1877132,Doctor Richard Struthers,University of California San Diego (UCSD),PhD,,2490033,79941,1992-12-28,25
1877154,Doctor Albert Seymour,University of Delaware,BA,,2490920,79387,1990-12-28,25
1877154,Doctor Albert Seymour,Johns Hopkins University,MS,,2490921,61026,1994-12-28,25
1877154,Doctor Albert Seymour,University of Pittsburgh,PhD,,2490922,62593,1997-12-28,25
1877252,Rob Tessarolo,Stephen M Ross School of Business University of Michigan (University of Michigan Business School prior to 09/2004),Attended,,2489441,747221,9999-12-31,80
1877252,Rob Tessarolo,Carleton University,BA,,2489439,60283,9999-12-31,80
1886487,Jason Gardner,University of Cambridge,BA,,2505071,60268,1991-12-28,25
1886487,Jason Gardner,Oxford University,DPhil,,2505075,61561,1995-12-28,25
1886487,Jason Gardner,University of Cambridge,MA,,2505072,60268,1991-12-28,25
1886487,Jason Gardner,Harvard University,PhD,,3051433,63830,1997-12-28,25
1886708,Doctor Todd Harris,University of California San Diego (UCSD),MS,,2504537,79941,2005-12-28,25
1886708,Doctor Todd Harris,Brigham Young University,BS,,2504539,60212,2003-12-28,25
1886708,Doctor Todd Harris,Massachusetts Institute of Technology (MIT),PhD,,2504536,40436,2008-12-28,25
1890670,Doctor Reshma Kewalramani,Harvard Business School Harvard University,General Management Program,,2512130,63013,2015-12-28,25
1890670,Doctor Reshma Kewalramani,Unknown Organisation,Board Certified,,4340222,0,2003-12-28,25
1890670,Doctor Reshma Kewalramani,Boston University Chobanian & Avedisian School of Medicine (Formerly known as School of Medicine Boston University),MD (Hons),,2512129,530621,1998-12-28,25
1890670,Doctor Reshma Kewalramani,Boston University,BA (Hons),,2512131,60195,1998-12-28,25
1890670,Doctor Reshma Kewalramani,Unknown Organisation,Board Certified,,4340221,0,2001-12-28,25
1890670,Doctor Reshma Kewalramani,Harvard TH Chan School of Public Health Harvard University,Completed,,2512304,2309294,2003-12-28,25
1890841,Damian deGoa,University of Michigan,BA,,2511753,63187,2000-12-28,25
1890841,Damian deGoa,DePaul University,MBA,,2511754,60499,2003-12-28,25
1898472,Doctor Lan Huang,Fudan University Shanghai,Studied,,2525161,91057,1991-12-28,25
1898472,Doctor Lan Huang,Lawrence University,BA (magna cum laude),,2525160,61137,1993-12-28,25
1898472,Doctor Lan Huang,University of California Berkeley,PhD,,2525162,62215,1997-12-28,25
1906621,Antony Mattessich,School of International and Public Affairs Columbia University,Masters Degree,,2535682,660913,1993-12-28,25
1906621,Antony Mattessich,University of California Berkeley,BA,,2535685,62215,1990-12-28,25
1908797,Lisa Atherton,Raymond A Mason School of Business College of William and Marys,MBA,,2537992,1214855,2004-12-28,25
1908797,Lisa Atherton,United States Air Force Academy (USAFA),BS,,2537993,62113,1996-12-28,25
1908797,Lisa Atherton,Thunderbird School of Global Management,Executive Leadership Program,,3274198,923424,9999-12-31,80
1908797,Lisa Atherton,Fuqua School of Business Duke University,Executive Leadership Program,,3274199,730113,9999-12-31,80
1913926,Doug Manion,General Hospital Corporation (The) (Massachusetts General Hospital),Postdoctoral Fellow,,2642433,41264,9999-12-31,80
1913926,Doug Manion,Unknown Organisation,Completed,,2642417,0,9999-12-31,80
1913926,Doug Manion,Université d'Ottawa (University of Ottawa),MD,,2642414,63569,1987-12-28,25
1913926,Doug Manion,Université d'Ottawa (University of Ottawa),BASc,,2642412,63569,1983-12-28,25
1917736,Doctor Cokey Nguyen,Harvard College Harvard University,AB,,2551286,63125,9999-12-31,80
1917736,Doctor Cokey Nguyen,Massachusetts Institute of Technology (MIT),Postdoctoral Fellow,,2551296,40436,9999-12-31,80
1917736,Doctor Cokey Nguyen,Washington University St Louis,PhD,,2551285,82206,9999-12-31,80
1918888,Doctor Emily Leproust,University of Houston,PhD,,2563404,62360,2001-12-28,25
1918888,Doctor Emily Leproust,École Supérieure de Chimie Physique Électronique de Lyon (CPE),MS,,2563415,64035,1995-12-28,25
1924984,Rod Hepponstall,University of Wisconsin Oshkosh,BS,,2561174,90352,9999-12-31,80
1926637,Nadim Ahmed,Loughborough University,MS,,2562633,64445,9999-12-31,80
1926637,Nadim Ahmed,University College London (UCL),BS,,2562632,62247,9999-12-31,80
1939769,Brendan Delaney,Leonard N Stern School of Business New York University,MBA,,3649783,42226,2003-12-28,25
1939769,Brendan Delaney,State University of New Jersey Rutgers (Rutgers University),BA,,3649784,100431,1996-12-28,25
1948850,Doctor Marianne De Backer,George Washington University (GW) (The),Certificate,,2615456,60749,2016-12-28,25
1948850,Doctor Marianne De Backer,Harvard Business School Harvard University,Studied,,2615459,63013,2010-12-28,25
1948850,Doctor Marianne De Backer,Universiteit Gent (University of Ghent),PhD (summa cum laude),,2614200,48939,2001-12-28,25
1948850,Doctor Marianne De Backer,Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration),Studied,,2615460,60651,2010-12-28,25
1948850,Doctor Marianne De Backer,Stanford University,Studied,,2615458,61935,2015-12-28,25
1948850,Doctor Marianne De Backer,Harvard Business School Harvard University,Studied,,2615454,63013,2017-12-28,25
1948850,Doctor Marianne De Backer,Universiteit Gent (University of Ghent),Master of Science (MOS),,4091327,48939,9999-12-31,80
1948850,Doctor Marianne De Backer,Vrije Universiteit Brussel (VUB) (Vrije University Brussels),MSc (summa cum laude),,2614201,62872,1994-12-28,25
1948850,Doctor Marianne De Backer,Wharton School (The) University of Pennsylvania,Studied,,2615457,64966,2016-12-28,25
1948850,Doctor Marianne De Backer,Erasmus Universiteit Rotterdam (Erasmus University Rotterdam),MBA,,2614196,78416,2004-12-28,25
1948850,Doctor Marianne De Backer,Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration),Studied,,2615461,60651,2009-12-28,25
1953962,Ken Romanzi,Babson College,BS,,2624913,60120,1982-12-28,25
1955049,Thomas Kennedy,Fuqua School of Business Duke University,MBA,,2629659,730113,2006-12-28,25
1955049,Thomas Kennedy,Virginia Polytechnic Institute and State University (Virginia Tech),BS,,2629657,110197,2000-12-28,25
1955587,Doctor Helen Sabzevari,Scripps Research Institute (The),Completed,,2630077,99012,9999-12-31,80
1955587,Doctor Helen Sabzevari,Scripps Research Institute (The),PhD,,2630079,99012,9999-12-31,80
1962819,Gary Yu,University of Texas at Dallas,MBA,,3206795,62743,9999-12-31,80
1962819,Gary Yu,Southern Methodist University (SMU),Masters Degree,,3206793,61882,1998-12-28,25
1962819,Gary Yu,Fu Jen Catholic University,Bachelor's Degree,,3206790,756623,9999-12-31,80
1964581,Doctor David Campbell,University of California Berkeley,Post Doctoral Studies,,2649817,62215,9999-12-31,80
1964581,Doctor David Campbell,Cornell University  New York,PhD,,2649812,60457,1990-12-28,25
1964581,Doctor David Campbell,Harvey Mudd College,BS,,2649814,60830,1985-12-28,25
1965402,Rob Brainin,Harvard Law School Harvard University,JD,,3268339,63035,9999-12-31,80
1965402,Rob Brainin,Emory University,Degree,,3268338,60627,9999-12-31,80
1967704,Roelof Rongen,Kellogg School of Management Northwestern University,MBA,,2653281,77878,1995-12-28,25
1967704,Roelof Rongen,Wageningen Universiteit en Researchcentrum (Wageningen University) (WUR),Graduated,,2653283,64897,1989-12-28,25
1968771,Doctor Angelos Stergiou,Kentucky Wesleyan College,ScD,,2654550,83183,9999-12-31,80
1968771,Doctor Angelos Stergiou,University of Seychelles American Institute of Medicine (USAIM),MD,,2654549,1933925,2002-12-28,25
1968771,Doctor Angelos Stergiou,Kentucky Wesleyan College,BS,,2654551,83183,1997-12-28,25
1969635,Doctor Gaurav Shah,Harvard University,BA (summa cum laude),,2657092,63830,1996-12-28,25
1969635,Doctor Gaurav Shah,American Board of Internal Medicine and Medical Oncology,Certified,,2657134,423659,9999-12-31,80
1969635,Doctor Gaurav Shah,Columbia University,MD,,2657095,60434,2001-12-28,25
1972614,Richard Paulson,University of Toronto,Executive MBA,,2661558,62752,1996-12-28,25
1972614,Richard Paulson,University of Saskatchewan (USask),BCom,,2661577,82843,9999-12-31,80
1974728,Doctor Eric Dube,Cornell University  New York,PhD,,2666197,60457,1999-12-28,25
1974728,Doctor Eric Dube,Santa Clara University (SCU),BS,,2666199,61782,1994-12-28,25
1974728,Doctor Eric Dube,Cornell University  New York,MA,,3005310,60457,9999-12-31,80
1981116,Chintu Patel,Ernest Mario School of Pharmacy Rutgers University (Formerly known as Rutgers College of Pharmacy),BS,,2675081,1940955,1994-12-28,25
1981361,Ilan Ganot,Interdisciplinary Center Herzliya,LLB,,2676386,866056,1999-12-28,25
1981361,Ilan Ganot,Interdisciplinary Center Herzliya,BA,,2676385,866056,1999-12-28,25
1981361,Ilan Ganot,London Business School,MBA,,2676358,61171,2003-12-28,25
1981729,Doctor Jennifer Bath,North Dakota State University (NDSU),PhD,,2676687,61454,2000-12-28,25
1981729,Doctor Jennifer Bath,University of Kansas (The),BA,,2676689,80243,1995-12-28,25
1989969,Doctor Frank Lee,Tsinghua University,BS,,3579802,62095,9999-12-31,80
1989969,Doctor Frank Lee,University of Cincinnati,PhD,,2688991,62243,1980-12-28,25
1989969,Doctor Frank Lee,University of Cincinnati,MS,,3704052,62243,9999-12-31,80
1990064,Doctor Jas Seehra,University of Southampton,BS,,2688554,62672,9999-12-31,80
1990064,Doctor Jas Seehra,Massachusetts Institute of Technology (MIT),Postgraduate Studies,,2980547,40436,9999-12-31,80
1990064,Doctor Jas Seehra,University of Southampton,PhD,,2688560,62672,1981-12-28,25
1994317,Robert Beecroft,University of Victoria (UVic),BSc,,2697963,62774,1984-12-28,25
1998264,Doctor Bob Valamehr,Pepperdine University,MBA,,2698152,61585,2008-12-28,25
1998264,Doctor Bob Valamehr,University of California Los Angeles (UCLA),PhD,,2698151,62218,2009-12-28,25
1998264,Doctor Bob Valamehr,University of California Los Angeles (UCLA),BS,,2698153,62218,2000-12-28,25
2000662,Bret Chilcott,Kansas City Kansas Community College,Graduated,,2711325,1293154,1982-12-28,25
2001971,Steve Cooper,University of California Santa Barbara (UCSB) Extension,BSEE,,2704785,2416911,1980-12-28,25
2007625,Gene Mack,Fordham University,BS,,2711282,60696,9999-12-31,80
2007625,Gene Mack,Fordham University,MBA,,2711283,60696,9999-12-31,80
2008711,Kim Kelderman,Zuyd University of Applied Sciences (Zuyd Hogeschool),BS,,3280566,2908502,9999-12-31,80
2020095,Doctor Randy Teel,Yale University,PhD,,2730616,62981,2008-12-28,25
2020095,Doctor Randy Teel,Gonzaga University,BS,,2730617,96167,9999-12-31,80
2020136,Doctor Raymond Tesi,Genome Institute Washington University School of Medicine,MD,,2730697,1704343,1982-12-28,25
2021718,Doctor Andrew Regan,Imperial College London (Faculty of Natural Sciences),PhD,,2896247,1567202,2014-12-28,15
2022200,Doctor Gilmore O'Neill,American Board of Psychiatry and Neurology Inc (ABPN),Certified,,2733125,261577,9999-12-31,80
2022200,Doctor Gilmore O'Neill,University College Dublin (UCD),MB (Bachelor of Medicine),,2733119,62256,1988-12-28,25
2022200,Doctor Gilmore O'Neill,Harvard University,Master of Medical Science (MMS),,2733149,63830,1999-12-28,25
2024984,Michael Murray,Northeastern University,BSc,,2737980,61472,2009-12-28,25
2024984,Michael Murray,Northeastern University,MS,,2737979,61472,2010-12-28,25
2024984,Michael Murray,University of Toronto,BSc,,2737983,62752,2003-12-28,25
2024984,Michael Murray,George Brown College,Graduated,,2737981,76760,2006-12-28,25
2024984,Michael Murray,Massachusetts Institute of Technology (MIT),MBA,,2737978,40436,2014-12-28,25
2025770,John Forsyth,University of Glasgow,Graduated,,2739629,60760,1995-12-28,25
2029272,Marty Sumichrast,University of Maryland College Park,BASc,,2750574,62449,1992-12-28,25
2030441,Michael Rowe,Rensselaer Polytechnic Institute (RPI),MS,,2751037,61687,9999-12-31,80
2030441,Michael Rowe,State University of New York Stony Brook,BA,,2751038,461269,9999-12-31,80
2032186,Nikhil Lalwani,Wharton School (The) University of Pennsylvania,MBA,,2797185,64966,2005-12-28,25
2032186,Nikhil Lalwani,Georgia Institute of Technology (GIT) (Georgia Tech),BS (summa Cum Laude),,2797186,60751,2000-12-28,25
2033434,Michael Goettler,Wissenschaftliche Hochschule Fur Unternehmensfuhrung (WHU) Otto Beisheim School of Management,Graduated (summa cum laude),,2797841,62873,1992-12-28,25
2033434,Michael Goettler,University of Texas at Austin (UT Austin),MBA (summa cum laude),,2797837,62742,1993-12-28,25
2035540,Greg Engel,Schulich School of Business York University,Attended,,2805442,622327,2003-12-28,25
2035540,Greg Engel,University of Guelph,BS (Hons),,2805429,93712,1987-12-28,25
2035540,Greg Engel,Queen's University,Studied,,2805440,63329,1997-12-28,25
2035588,Denis Arsenault,Université de Moncton,BBA,,2805285,591269,9999-12-31,80
2035664,Doug Davis,Stanford University,AB,,2801808,61935,9999-12-31,80
2035664,Doug Davis,UCLA Anderson School of Management,MBA,,2801810,2460934,9999-12-31,80
2041955,Brendan Kennedy,University of Washington,MS,,2814624,62785,1995-12-28,25
2041955,Brendan Kennedy,University of California Berkeley,BA,,2814623,62215,1994-12-28,25
2041955,Brendan Kennedy,Yale School of Management,MBA,,2814625,63607,2005-12-28,25
2089119,Mike Knowles,United States Naval Academy (USNA),BS (Hons),,2829066,377927,1989-12-28,25
2089119,Mike Knowles,US Naval Postgraduate School in Monterey,MS,,2829069,100981,1996-12-28,25
2089119,Mike Knowles,George Mason University,MBA (Hons),,2829070,78700,2003-12-28,25
2089119,Mike Knowles,US Naval Test Pilot School Maryland,Graduated,,2829073,110431,1996-12-28,25
2092067,Brian Bock,Northern Arizona University,BS,,2836238,79979,9999-12-31,80
2104236,Tom Gad,Pepperdine University,BS,,2863805,61585,9999-12-31,80
2107576,Doctor Cameron Turtle,University of Washington,BS,,2869157,62785,2012-12-28,25
2107576,Doctor Cameron Turtle,University College University of Oxford,DPhil,,2869156,63222,2015-12-28,25
2115489,Michael Shuh,Laurier School of Business & Economics Wilfrid Laurier University,BBA (Hons),,2883753,1915843,1992-12-28,25
2115489,Michael Shuh,Ivey Business School University of Western Ontario,MBA,,2883754,485046,1998-12-28,25
2115818,Nick Vita,Columbia College Columbia University,Graduated,,2884427,60432,9999-12-31,80
2116587,Casey Lynch,University of California San Francisco (UCSF),MS,,2886533,62221,1999-12-28,25
2116587,Casey Lynch,University of California Los Angeles (UCLA),BS,,2886534,62218,1995-12-28,25
2116587,Casey Lynch,UCLA Anderson School of Management,Management Development Program,,2886532,2460934,2002-12-28,25
2116668,Chris Giordano,University of San Diego (USD),BA,,2886263,62647,1996-12-28,25
2116668,Chris Giordano,St Catherine's College University of Oxford,Studied,,2886264,65390,9999-12-31,80
2116668,Chris Giordano,University of North Carolina Chapel Hill,MA,,2886265,62533,1998-12-28,25
2123973,Adrian Gottschalk,Massachusetts Institute of Technology (MIT) Sloan School of Management,MBA,,2905239,63283,2003-12-28,25
2123973,Adrian Gottschalk,Texas A&M University,BA,,2905240,62040,1997-12-28,25
2123973,Adrian Gottschalk,Harvard Medical School Harvard University,MSc,,2905238,63348,2004-12-28,25
2126674,Raymond Coffman,Marshall University (MU),BA,,2907259,251472,9999-12-31,80
2132511,Gareth Sheridan,Dublin Institute of Technology,BSc,,2916854,60545,2012-12-28,25
2132511,Gareth Sheridan,Terenure College,Graduated (Hons),,2916896,64832,2008-12-28,25
2132515,Serguei Melnik,Universitatea de Stat din Moldova (State University of Moldova),JD,,2917027,1194295,1995-12-28,25
2132515,Serguei Melnik,University of Central Florida (UCF),Attended,,2917028,80620,1995-12-28,25
2132515,Serguei Melnik,Academia de Studii Economice din Bucuresti (Bucharest University of Economic Studies) (The),Attended,,2917029,1988284,9999-12-31,80
2132515,Serguei Melnik,University of Central Florida (UCF),Masters Degree,,2917025,80620,1998-12-28,25
2132665,Clay Magouyrk,University of Memphis (UoM),BS,,2916648,97372,2007-12-28,25
2136113,Doctor Dave Lennon,Columbia University,BA,,2924643,60434,1993-12-28,25
2136113,Doctor Dave Lennon,Weill Cornell Medical College (Cornell University Medical College prior to 1998),PhD,,2924642,886858,2001-12-28,25
2137339,Doctor Eric Venker,St Louis College of Pharmacy,PharmD,,2926489,139141,2011-12-28,25
2137339,Doctor Eric Venker,Yale School of Medicine (Yale-New Haven Medical Center),MD,,2926488,79150,2015-12-28,25
2139771,Sheldon Koenig,LeBow College of Business Drexel University,BASc,,2930941,1360417,1988-12-28,25
2139771,Sheldon Koenig,Wharton School (The) University of Pennsylvania,Executive Leadership Program,,4166002,64966,9999-12-31,80
2139771,Sheldon Koenig,Monmouth University,MBA,,4166005,79516,9999-12-31,80
2177363,Travis Dalton,Ohio State University (OSU),Masters Degree,,3002543,61523,1997-12-28,25
2177363,Travis Dalton,Wright State University (WSU),Bachelor's Degree,,3002544,374267,1993-12-28,25
2179716,Doctor Par Nijhawan,Université d'Ottawa (University of Ottawa),MD,,3005815,63569,1994-12-28,25
2179716,Doctor Par Nijhawan,Mayo Clinic,Fellow,,3005819,1483379,2000-12-28,25
2191029,Jody Aufrichtig,South African Institute of Chartered Accountants (SAICA),CA,,3025645,74592,1997-12-28,25
2191029,Jody Aufrichtig,University of Cape Town (UCT),BCom,,3025644,42659,1994-12-28,25
2194614,Leon Binedell,South African Institute of Chartered Accountants (SAICA),CA,,3032044,74592,1999-12-28,25
2194614,Leon Binedell,Chartered Professional Accountants of Ontario (CPA Ontario),CPA,,3032046,2326760,2015-12-28,25
2194614,Leon Binedell,University of Johannesburg,BCom (Hons),,3032037,892332,1995-12-28,25
2195206,Doctor Sek Kathiresan,University of Pennsylvania,BA (summa cum laude),,3033333,62579,1992-12-28,25
2195206,Doctor Sek Kathiresan,Broad Institute Inc (The),Postdoctoral Fellow,,3033336,1379911,9999-12-31,80
2195206,Doctor Sek Kathiresan,Harvard Medical School Harvard University,MD,,3033331,63348,1997-12-28,25
2195206,Doctor Sek Kathiresan,Framingham Heart Study,Postdoctoral Fellow,,3033335,1819423,9999-12-31,80
2195270,Sath Shukla,Harvard University,BA,,3033269,63830,1993-12-28,25
2195270,Sath Shukla,Yale University,MBA,,3033270,62981,1999-12-28,25
2195270,Sath Shukla,CFA Institute (Formerly known as Association of Investment Management and Research (AIMR) (USA)),Chartered Financial Analyst,,3033272,260936,2003-09-28,15
2223671,John Marotta,Daniels College of Business University of Denver,MBA,,3083631,753221,9999-12-31,80
2223671,John Marotta,Lean Six Sigma Institute LLC,Six Sigma Black Belt (SSBB),,3083635,2582528,9999-12-31,80
2223671,John Marotta,University of California,Studied,,3083632,63186,9999-12-31,80
2223671,John Marotta,Unknown Organisation,Six Sigma Black Belt (SSBB),,3083657,0,9999-12-31,80
2223671,John Marotta,University of Dayton,BS,,3083633,62274,9999-12-31,80
2238677,R Kushniruk,Sung Lee Taekwondo Academy,Certified,,3112927,3114700,2015-12-28,25
2238677,R Kushniruk,Ministry of Transportation (Canada),Completed,,3112930,1567073,1977-12-28,25
2239105,Doctor Brian Windsor,University of Texas at Austin (UT Austin),PhD,,3114597,62742,2000-12-28,25
2239105,Doctor Brian Windsor,University of Texas at Austin (UT Austin),BS,,3114598,62742,1996-12-28,25
2242106,Doctor Oz Azam,School of Medicine University of Liverpool,MD,,3116303,3117184,1992-12-28,25
2242106,Doctor Oz Azam,University of Liverpool,Graduated,,3116260,62417,9999-12-31,80
2242106,Doctor Oz Azam,Royal College of Obstetricians and Gynaecologists,Attended,,3116307,64227,9999-12-31,80
2248703,Doctor Will Chou,Yale School of Management,MBA,,3127931,63607,2005-12-28,25
2248703,Doctor Will Chou,Princeton University,AB,,3127933,61632,9999-12-31,80
2248703,Doctor Will Chou,School of Medicine University of Pittsburgh,MD,,3127932,927016,1999-12-28,25
2248703,Doctor Will Chou,Yale University,Fellow,,3127935,62981,9999-12-31,80
2250034,Doctor Marshall Fordyce,Harvard Medical School Harvard University,MD,,3130949,63348,2004-12-28,25
2250034,Doctor Marshall Fordyce,Harvard University,BA,,3130951,63830,1997-12-28,25
2250110,Jared Kelly,Georgetown University Law Center (Georgetown Law School),JD,,3130184,79195,2012-12-28,25
2250110,Jared Kelly,Georgetown University Law Center (Georgetown Law School),LLM,,3130186,79195,2014-12-28,25
2250110,Jared Kelly,Florida State University,BS (magna Cum Laude),,3130182,60692,2007-12-28,25
2257875,Doctor Richard Kang,University of Edinburgh,PhD,,3143653,60610,2007-12-28,25
2257875,Doctor Richard Kang,Seoul National University,MS,,3143655,490319,1996-12-28,25
2257875,Doctor Richard Kang,Seoul National University,BS,,3143656,490319,1994-12-28,25
2258295,Bill Irby,United States Naval Academy (USNA),BS,,3145528,377927,9999-12-31,80
